,contributor_uuid,article_sha256,article_number,question_text,answer_text,start_pos,end_pos
204,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,No,0,0
205,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,0,0
206,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,No,0,0
207,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",0,0
208,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",6,0,0
209,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",5: 50-50,0,0
210,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,No,0,0
211,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",5401,5406
212,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",5467,5492
213,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",5606,5639
214,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",5755,5789
215,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,No,0,0
216,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",5401,5416
217,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",5467,5492
218,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",5606,5639
219,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",5755,5789
220,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Add evidence to the claim,5467,5492
221,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",2,0,0
222,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",9,0,0
223,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,No,0,0
224,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,0,0
225,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4819,4829
226,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4881,4891
227,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4962,4972
228,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",Similar comparison number given for context (e.g. for previous year or nearby place),4806,4815
229,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",Similar comparison number given for context (e.g. for previous year or nearby place),4758,4815
230,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,0,0
231,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",0,0
232,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",8,0,0
233,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",8,0,0
234,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,No,0,0
235,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,0,0
236,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4819,4829
237,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4881,4891
238,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4962,4972
239,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",Similar comparison number given for context (e.g. for previous year or nearby place),4819,4995
240,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,0,0
241,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",0,0
242,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
243,f18207d6-37cb-4349-a31e-a4ff2adcf299,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",8,0,0
244,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,No,0,0
245,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,0,0
246,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,No,0,0
247,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",0,0
248,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",6,0,0
249,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",5: 50-50,0,0
250,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,Yes,4758,4995
251,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,To what extent does the confidence seem justified?,Completely justified,0,0
252,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",4511,4582
253,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4819,4829
254,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4881,4891
255,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4962,4972
256,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?","Number given, but no baseline comparison number given",4819,4829
257,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?","Number given, but no baseline comparison number given",4881,4891
258,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?","Number given, but no baseline comparison number given",4962,4972
259,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,0,0
260,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",0,0
261,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",3,0,0
262,45211579-fb0b-48bf-bec4-d9dee0108ac0,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",8,0,0
263,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,Yes,4758,5011
264,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,To what extent does the confidence seem justified?,Mostly justified,0,0
265,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,0,0
266,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4819,4829
267,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4881,4891
268,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are any numbers given?,"Yes, multiple numbers",4962,4972
269,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?","Number given, but no baseline comparison number given",4819,4829
270,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?","Number given, but no baseline comparison number given",4881,4891
271,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?","Number given, but no baseline comparison number given",4962,4972
272,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,0,0
273,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",0,0
274,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
275,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",5: 50-50,0,0
276,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Slang,380,387
277,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Metaphorical Language,6668,6714
278,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",NOT AT ALL excessive/inappropriate,0,0
279,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How appropriate is the slang?,Completely appropriate,0,0
280,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is the slang used to denigrate a group or perspective?,No,0,0
281,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,0,0
282,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",10: Hardest thing I've ever done in a classroom setting,0,0
283,cffa52fe-b6e2-433e-ba12-f36225f8ec5c,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",5: 50-50,0,0
284,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Slang,380,387
285,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Metaphorical Language,6668,6714
286,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",SOMEWHAT excessive/inappropriate,0,0
287,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How appropriate is the slang?,Completely appropriate,0,0
288,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is the slang used to denigrate a group or perspective?,No,0,0
289,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Excellent job! (artfully and fairly presenting a very difficult subject),6668,6714
290,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
291,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",5: 50-50,0,0
292,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Metaphorical Language,6668,6714
293,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Colorful but not misleading in any way,380,387
294,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",NOT AT ALL excessive/inappropriate,0,0
295,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,0,0
296,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",2,0,0
297,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",9,0,0
298,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Slang,380,387
299,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Slang,6678,6698
300,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How appropriate is the slang?,Completely appropriate,0,0
301,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is the slang used to denigrate a group or perspective?,No,0,0
302,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Good job!,6668,6714
303,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
304,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",6,0,0
305,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",5954,6096
306,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",6502,6543
307,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",6545,6654
308,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,An experimental study was conducted (natural experiments OK),5954,5975
309,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How representative is the sample of the population that the claim is made about?,Can't tell; not enough info,0,0
310,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Was there an adequate control? If so, highlight section.",Can't tell; not enough info,0,0
311,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the best alternative explanation you can think of that could lead to the same set of evidence?,touch can produce noise that blurs pain,0,0
312,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Equally likely,0,0
313,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,No,0,0
314,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",0,0
315,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
316,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",7,0,0
317,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",5859,6096
318,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",6469,6665
319,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,An experimental study was conducted (natural experiments OK),5954,5975
320,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,The correlation appears across multiple independent contexts,5954,5975
321,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,A plausible mechanism is proposed,5859,6096
322,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,A plausible mechanism is proposed,6545,6654
323,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,Experts are cited,6545,6665
324,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,Experts are cited,6469,6543
325,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How representative is the sample of the population that the claim is made about?,Can't tell; not enough info,0,0
326,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Was there an adequate control? If so, highlight section.",Can't tell; not enough info,0,0
