,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
5,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,4018,4475,"Yet, there was evidence before this \u201cregime change\u201d occurred regarding the extremist nature of the anti-Gaddafi rebels as well as those seeking to overthrow Bashar al-Assad in Syria. As analysts Joseph Felter and Brian Fishman wrote in a pre-Libya-war report for West Point\u2019s Combating Terrorism Center, \u201cthe Syrian and Libyan governments share the United States\u2019 concerns about violent salafist/jihadi ideology and the violence perpetrated by its adherents"
6,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,5768,6296,"The Libyan uprisings [in the 1990s] became extraordinarily violent,\u201d Felter and Fishman wrote. \u201cQadhafi used helicopter gunships in Benghazi, cut telephone, electricity, and water supplies to Darnah and famously claimed that the militants \u2018deserve to die without trial, like dogs,\u2019\u201d\n\nSome important Al Qaeda leaders operating in Pakistan\u2019s tribal regions also were believed to have come from Libya. For instance, \u201cAtiyah,\u201d who was guiding the anti-U.S. war strategy in Iraq, was identified as a Libyan named Atiyah Abd al-Rahman"
7,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,6299,6911,"It was Atiyah who urged a strategy of creating a quagmire for U.S. forces in Iraq, buying time for Al Qaeda\u2019s headquarters to rebuild its strength in Pakistan. \u201cProlonging the war [in Iraq] is in our interest,\u201d Atiyah said in a letter that upbraided Jordanian terrorist Abu Musab al-Zarqawi for his hasty and reckless actions in Iraq.\n\nThe Atiyah letter was discovered by the U.S. military after Zarqawi was killed by an airstrike in June 2006. [To view the \u201cprolonging the war\u201d excerpt in a translation published by the Combating Terrorism Center at West Point, click here. To read the entire letter, click here"
8,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,6931,7500,"This reality was known by U.S. officials prior to the West\u2019s military intervention in Libya in 2011, yet opportunistic politicians, including Secretary of State Clinton, saw Libya as a stage to play out their desires to create muscular foreign policy legacies or achieve other aims.\n\nSome of Clinton\u2019s now-public emails show that France\u2019s President Nicolas Sarkozy appeared to be more interested in protecting France\u2019s financial dominance of its former African colonies as well as getting a bigger stake in Libya\u2019s oil wealth than in the well-being of the Libyan people"
9,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,7503,8126,"An April 2, 2011 email from Clinton\u2019s personal adviser Sidney Blumenthal explained that Gaddafi had plans to use his stockpile of gold \u201cto establish a pan-African currency\u201d and thus \u201cto provide the Francophone African Countries with an alternative to the French franc.\u201d\n\nBlumenthal added, \u201cFrench intelligence officers discovered this plan shortly after the current rebellion began, and this was one of the factors that influenced President Nicolas Sarkozy\u2019s decision to commit France to the attack on Libya.\u201d Another key factor, according to the email, was Sarkozy\u2019s \u201cdesire to gain a greater share of Libya oil production"
10,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,8130,8665,"For Clinton, a prime motive for pushing the Libyan \u201cregime change\u201d was to demonstrate her mastery of what she and her advisers called \u201csmart power,\u201d i.e., the use of U.S. aerial bombing and other coercive means, such as economic and legal sanctions, to impose U.S. dictates on other nations.\n\nHer State Department email exchanges revealed that her aides saw the Libyan war as a chance to pronounce a \u201cClinton doctrine,\u201d but that plan fell through when President Obama seized the spotlight after Gaddafi\u2019s government fell in August 2011"
11,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,8668,8930,"But Clinton didn\u2019t miss a second chance to take credit on Oct. 20, 2011, after militants captured Gaddafi, sodomized him with a knife and then murdered him. Appearing on a TV interview, Clinton celebrated Gaddafi\u2019s demise with the quip, \u201cwe came; we saw; he died"
12,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,8934,9203,"Clinton\u2019s euphoria was not long-lasting, however, as chaos enveloped Libya. With Gaddafi and his largely secular regime out of the way, Islamic militants expanded their power over the country. Some were terrorists, just as Gaddafi and the West Point analysts had warned"
13,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,9206,9464,"One Islamic terror group attacked the U.S. consulate in Benghazi on Sept. 11, 2012, killing U.S. Ambassador Christopher Stevens and three other American personnel, an incident that Clinton called the worst moment of her four-year tenure as Secretary of State"
14,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,9467,9815,"As the violence spread, the United States and other Western countries abandoned their embassies in Tripoli. Once prosperous with many social services, Libya descended into the category of failed state with rival militias battling over oil and territory while the Islamic State took advantage of the power vacuum to establish a foothold around Sirte"
15,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,9818,10292,"Though Clinton prefers to describe Libya as a \u201cwork in progress,\u201d rather than another \u201cregime change failure,\u201d U.S. and U.N. efforts to impose a new \u201cunity government\u201d on Libya have met with staunch resistance from many Libyan factions. Since April, the so-called Government of National Accord has maintained only a fragile presence in Tripoli, in Libya\u2019s west, and has been rejected by Libya\u2019s House of Representatives (HOR), which functions from the eastern city of Tobruk"
16,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,10295,10758,"Over the past few days, military forces loyal to Gen. Khalifa Hafter, who is associated with HOR in the east, seized control of several oil facilities despite angry protests from Western nations, including the U.S., U.K., and France. But Western nations have little credibility left inside Libya, which not only faced colonization in the past but has watched as the U.S.-U.K.-French military intervention in 2011 has led to widespread poverty, suffering and death"
17,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,10781,11247,"The U.K. report only underscores how deceptive and inept that intervention was. As described by the U.K. Guardian newspaper, then-Prime Minister \u201cDavid Cameron\u2019s intervention in Libya was carried out with no proper intelligence analysis, drifted into an unannounced goal of regime change and shirked its moral responsibility to help reconstruct the country following the fall of Muammar Gaddafi, according to a scathing report by the foreign affairs select committee"
18,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,11573,11948,"The failures led to the country becoming a failed state on the verge of all-out civil war, the report adds. The report, the product of a parliamentary equivalent of the Chilcot inquiry into the Iraq war, closely echoes the criticisms widely made of [then-Prime Minister] Tony Blair\u2019s intervention in Iraq, and may yet come to be as damaging to Cameron\u2019s foreign policy legacy"
19,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,5124,5764,"The vast majority of Libyan fighters that included their hometown in the Sinjar Records resided in the country\u2019s Northeast, particularly the coastal cities of Darnah 60.2% (53) and Benghazi 23.9% (21),\u201d Felter and Fishman wrote, adding:\n\n\u201cBoth Darnah and Benghazi have long been associated with Islamic militancy in Libya, in particular for an uprising by Islamist organizations in the mid?1990s. \u2026 One group \u2014 the Libyan Fighting Group \u2026 \u2014 claimed to have Afghan veterans in its ranks,\u201d a reference to mujahedeen who took part in the CIA-backed anti-Soviet war in Afghanistan in the 1980s, as did Al Qaeda founder, Osama bin Laden, a Saudi"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,796cb08f-d4fe-4642-a3c7-c26a24001917,EasyTriage2021_02_18_v4,Quoted Sources,6,,{},2,10881,10904,U.K. Guardian newspaper
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,796cb08f-d4fe-4642-a3c7-c26a24001917,EasyTriage2021_02_18_v4,Quoted Sources,6,,{},2,10861,11247,"As described by the U.K. Guardian newspaper, then-Prime Minister \u201cDavid Cameron\u2019s intervention in Libya was carried out with no proper intelligence analysis, drifted into an unannounced goal of regime change and shirked its moral responsibility to help reconstruct the country following the fall of Muammar Gaddafi, according to a scathing report by the foreign affairs select committee"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,2f831010-b990-45b1-8a94-ec0d032c24ed,EasyTriage2021_02_18_v4,Quoted Sources,3,,{},2,6276,6296,Atiyah Abd al-Rahman
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,2f831010-b990-45b1-8a94-ec0d032c24ed,EasyTriage2021_02_18_v4,Quoted Sources,3,,{},2,6306,6632,"Atiyah who urged a strategy of creating a quagmire for U.S. forces in Iraq, buying time for Al Qaeda\u2019s headquarters to rebuild its strength in Pakistan. \u201cProlonging the war [in Iraq] is in our interest,\u201d Atiyah said in a letter that upbraided Jordanian terrorist Abu Musab al-Zarqawi for his hasty and reckless actions in Iraq"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,9e99b3a9-66c9-434e-ada9-ae2d91de2897,EasyTriage2021_02_18_v4,Quoted Sources,5,,{},3,7073,7099,Secretary of State Clinton
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,9e99b3a9-66c9-434e-ada9-ae2d91de2897,EasyTriage2021_02_18_v4,Quoted Sources,5,,{},3,8825,8930,"Appearing on a TV interview, Clinton celebrated Gaddafi\u2019s demise with the quip, \u201cwe came; we saw; he died"
2,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,9e99b3a9-66c9-434e-ada9-ae2d91de2897,EasyTriage2021_02_18_v4,Quoted Sources,5,,{},3,9825,9926,"Clinton prefers to describe Libya as a \u201cwork in progress,\u201d rather than another \u201cregime change failure"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,4ecf4afa-938e-44f1-9e68-098defeb5834,EasyTriage2021_02_18_v4,Quoted Sources,7,,{},2,11201,11247,report by the foreign affairs select committee
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,4ecf4afa-938e-44f1-9e68-098defeb5834,EasyTriage2021_02_18_v4,Quoted Sources,7,,{},2,11573,11948,"The failures led to the country becoming a failed state on the verge of all-out civil war, the report adds. The report, the product of a parliamentary equivalent of the Chilcot inquiry into the Iraq war, closely echoes the criticisms widely made of [then-Prime Minister] Tony Blair\u2019s intervention in Iraq, and may yet come to be as damaging to Cameron\u2019s foreign policy legacy"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,31c6fc38-beaf-4d3e-898b-c93a43d9c365,EasyTriage2021_02_18_v4,Quoted Sources,9,,{},2,15750,15774,President George W. Bush
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,31c6fc38-beaf-4d3e-898b-c93a43d9c365,EasyTriage2021_02_18_v4,Quoted Sources,9,,{},2,15750,15871,"President George W. Bush infamously garbled: \u201cfool me once, shame on \u2026 shame on you; fool me \u2013 you can\u2019t get fooled again"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,29afe1b3-800e-4387-b033-da82ecd5d150,EasyTriage2021_02_18_v4,Probability,1,,{},1,13199,13596,"Even as the Obama administration has charted this new Cold War with Russia over the past two years \u2013 a prospect that could cost U.S. taxpayers trillions of dollars and carries the risk of thermonuclear war \u2013 there has been no National Intelligence Estimate getting a consensus judgment from America\u2019s 16 intelligence agencies about how real the Russian threat is, according to intelligence sources"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,bae8e5fc-4147-420f-b6a9-02c647c9e8be,EasyTriage2021_02_18_v4,Quoted Sources,4,,{},2,7531,7575,Clinton\u2019s personal adviser Sidney Blumenthal
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,bae8e5fc-4147-420f-b6a9-02c647c9e8be,EasyTriage2021_02_18_v4,Quoted Sources,4,,{},2,7503,8126,"An April 2, 2011 email from Clinton\u2019s personal adviser Sidney Blumenthal explained that Gaddafi had plans to use his stockpile of gold \u201cto establish a pan-African currency\u201d and thus \u201cto provide the Francophone African Countries with an alternative to the French franc.\u201d\n\nBlumenthal added, \u201cFrench intelligence officers discovered this plan shortly after the current rebellion began, and this was one of the factors that influenced President Nicolas Sarkozy\u2019s decision to commit France to the attack on Libya.\u201d Another key factor, according to the email, was Sarkozy\u2019s \u201cdesire to gain a greater share of Libya oil production"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,fd2e2b1b-0a02-45e8-b678-75326dc54537,HardTriage2021_03_12,Arguments,1,,{},5,118,189,the British report exposing falsehoods to justify invading Iraq in 2003
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,fd2e2b1b-0a02-45e8-b678-75326dc54537,HardTriage2021_03_12,Arguments,1,,{},5,990,1218,"The report\u2019s significance is that it shows how little was learned from the Iraq War fiasco in which George W. Bush\u2019s administration hyped and falsified intelligence to justify invading Iraq and killing its leader, Saddam Hussein"
2,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,fd2e2b1b-0a02-45e8-b678-75326dc54537,HardTriage2021_03_12,Arguments,1,,{},5,4479,4682,"In the report entitled \u201cAl-Qaeda\u2019s Foreign Fighters in Iraq,\u201d Felter and Fishman also analyzed Al Qaeda\u2019s documents captured in 2007 showing personnel records of militants who flocked to Iraq for the war"
