highlight_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,highlight_count,submitted_tua
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,9c3e16fc-f9e7-463e-a18b-9e55c024d898,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-04-28 03:34:35.893526,2020-04-28 03:40:38.621535,362.728009,a53853e3-64ac-401f-9906-99377d6267fa,Semantics2020_03,Evidence,6,1,"[{""start"": 4758, ""case_number"": 6, ""end"": 5011, ""text"": ""The likelihood of dying during the study period\u00a0increased by 26 percent for those who reported loneliness (feeling alone), 29 percent for those who were socially isolated (having few social contacts) and 32 percent for those living alone, the team found""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,9c3e16fc-f9e7-463e-a18b-9e55c024d898,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-04-28 03:34:35.893526,2020-04-28 03:40:38.621535,362.728009,463f36bd-aa3d-46f2-b7b9-c24145133b09,Semantics2020_03,Evidence,7,1,"[{""start"": 5467, ""case_number"": 7, ""end"": 5853, ""text"": ""Limited research suggests that telehealth services work to alleviate loneliness or help those living alone or far from health centers. But gerontologist Verena Menec doubts they can substitute for face-to-face contact indefinitely. \u201cIn the long run, if you only had that kind of contact, I don\u2019t think that would be enough,\u201d says Menec, of the University of Manitoba in Winnipeg, Canada""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,3fa8762e-0bc1-4536-b8b1-c6bd726c8616,Semantics2020_03,Language,1,2,"[{""start"": 380, ""case_number"": 1, ""end"": 387, ""text"": ""drag on""}, {""start"": 866, ""case_number"": 1, ""end"": 892, ""text"": ""as impactful as not eating""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,31a2847b-1277-4083-8577-632c2dbd42c9,Semantics2020_03,Reasoning,1,1,"[{""start"": 812, ""case_number"": 1, ""end"": 892, ""text"": ""for some people, a lack of social connectedness feels as impactful as not eating""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,1aab09e5-da3e-445d-b8cd-c53f6d7698de,Semantics2020_03,Reasoning,2,1,"[{""start"": 5700, ""case_number"": 2, ""end"": 5789, ""text"": ""In the long run, if you only had that kind of contact, I don\u2019t think that would be enough""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,7c54a81e-b9b1-465e-8ca1-335a552be75a,Semantics2020_03,Evidence,1,2,"[{""start"": 1576, ""case_number"": 1, ""end"": 1937, ""text"": ""one study compared quarantined versus non-quarantined individuals during an equine influenza outbreak. Of 2,760 quarantined people, 34 percent, or 938 individuals, reported high levels of psychological distress, which can indicate mental health problems such as anxiety and depression, during the outbreak compared with 12 percent of non-quarantined individuals""}, {""start"": 6096, ""case_number"": 1, ""end"": 6098, ""text"": "".\n""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,f2c29eb1-5e79-4636-9e77-a5903743481c,Semantics2020_03,Evidence,2,2,"[{""start"": 1939, ""case_number"": 2, ""end"": 2236, ""text"": ""Another study looked at the effects of the 2003 SARS outbreak on 549 hospital workers in Beijing. Those who were quarantined or worked in high-risk settings \u2014 almost half the sample \u2014 reported higher levels of alcohol abuse three years later than workers with less-intense exposure to the outbreak""}, {""start"": 2238, ""case_number"": 2, ""end"": 2534, ""text"": ""Certain factors increased the risk of psychological problems, such as quarantines lasting longer than 10 days (which was associated mostly with post-traumatic stress), poor information about the rationale for the quarantine, and lack of access to necessary supplies and telecommunication services""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,5acd44e4-6d0c-4315-ade1-d203d9fd1734,Semantics2020_03,Evidence,3,1,"[{""start"": 4043, ""case_number"": 3, ""end"": 4345, ""text"": ""In February, a study from the National Academies of Sciences, Engineering and Medicine reported that\u00a0nearly a quarter of Americans age 65 and older are socially isolated, defined as having few social relationships or infrequent contact with others. And 43 percent of adults age 60 and older feel lonely""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,7cc856b5-4fb0-4f1b-9c11-9cdb9bdd1f7c,Semantics2020_03,Evidence,4,1,"[{""start"": 4598, ""case_number"": 4, ""end"": 5011, ""text"": ""In 2015, Holt-Lunstad and her colleagues did a meta-analysis of 70 studies involving more than 3.4 million participants followed for an average of seven years.\u00a0The likelihood of dying during the study period\u00a0increased by 26 percent for those who reported loneliness (feeling alone), 29 percent for those who were socially isolated (having few social contacts) and 32 percent for those living alone, the team found""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,fbffaf6d-e5ce-47bc-a474-337b4b415cb5,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-04-30 21:50:29.181108,2020-04-30 22:51:26.160419,3656.979311,cc145e0e-07b6-4c5e-b244-2a8cfff2b0c7,Semantics2020_03,Evidence,5,1,"[{""start"": 5855, ""case_number"": 5, ""end"": 6096, ""text"": ""And modern technology is no substitute for human touch, such as holding hands, hugging or massage, which studies suggest can affect health, including possibly\u00a0lowering blood pressure\u00a0and\u00a0reducing the severity of symptoms from the common cold""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,a3447a7a-daed-450e-8547-65536afdd625,Semantics2020_03,Language,1,3,"[{""start"": 698, ""case_number"": 1, ""end"": 724, ""text"": ""can stop, or at least slow""}, {""start"": 6668, ""case_number"": 1, ""end"": 6714, ""text"": ""I\u2019ve been banging on this drum for a long time""}, {""start"": 3531, ""case_number"": 1, ""end"": 3575, ""text"": ""I sincerely hope we do not get to this stage""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,055fa7d1-39d8-49b5-8000-3b677a5d0632,Semantics2020_03,Language,2,1,"[{""start"": 812, ""case_number"": 2, ""end"": 892, ""text"": ""for some people, a lack of social connectedness feels as impactful as not eating""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,f3af374b-9f84-4000-b073-d2b3c0bb68fc,Semantics2020_03,Reasoning,1,1,"[{""start"": 5013, ""case_number"": 1, ""end"": 5853, ""text"": ""Some people will fare better than others during this period of social distancing. Some may actually see their social contact increase as families hunker down together. And some people will stay connected through phone calls, text message or joining an online community. \u201cWe live in this age of unprecedented communication [capabilities],\u201d Huremovic says.\nThose communication capabilities could even help provide medical and psychological care from afar. Limited research suggests that telehealth services work to alleviate loneliness or help those living alone or far from health centers. But gerontologist Verena Menec doubts they can substitute for face-to-face contact indefinitely. \u201cIn the long run, if you only had that kind of contact, I don\u2019t think that would be enough,\u201d says Menec, of the University of Manitoba in Winnipeg, Canada""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,a40c3bb4-de4e-49cd-a00f-e1c8b97a2d3b,Semantics2020_03,Reasoning,2,1,"[{""start"": 6545, ""case_number"": 2, ""end"": 6654, ""text"": ""Even touch that comes from a hospital worker in protective gear instead of a loved one is better than nothing""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,c1d0c4ce-1205-4421-b4bb-541aa2da824b,Semantics2020_03,Probability,1,1,"[{""start"": 5755, ""case_number"": 1, ""end"": 5768, ""text"": ""I don\u2019t think""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,414c5925-93b6-4434-b5f5-3508816adec0,Semantics2020_03,Evidence,1,4,"[{""start"": 1023, ""case_number"": 1, ""end"": 2236, ""text"": ""Research on the psychological toll of social distancing during epidemics is limited. But a review in the March 14\u00a0Lancet\u00a0provides some clues. Researchers evaluated 24 studies looking at the psychological outcomes of people who were quarantined, an extreme form of social distancing, during outbreaks of SARS, H1N1 flu, Ebola and other infectious diseases since the early 2000s.\nMany\u00a0quarantined individuals experienced both short- and long-term mental health problems, including stress, insomnia, emotional exhaustion and substance abuse. For instance, one study compared quarantined versus non-quarantined individuals during an equine influenza outbreak. Of 2,760 quarantined people, 34 percent, or 938 individuals, reported high levels of psychological distress, which can indicate mental health problems such as anxiety and depression, during the outbreak compared with 12 percent of non-quarantined individuals.\nAnother study looked at the effects of the 2003 SARS outbreak on 549 hospital workers in Beijing. Those who were quarantined or worked in high-risk settings \u2014 almost half the sample \u2014 reported higher levels of alcohol abuse three years later than workers with less-intense exposure to the outbreak""}, {""start"": 2238, ""case_number"": 1, ""end"": 2534, ""text"": ""Certain factors increased the risk of psychological problems, such as quarantines lasting longer than 10 days (which was associated mostly with post-traumatic stress), poor information about the rationale for the quarantine, and lack of access to necessary supplies and telecommunication services""}, {""start"": 2536, ""case_number"": 1, ""end"": 2792, ""text"": ""Mitigating those risks can reduce the likelihood of mental health problems, says review coauthor Neil Greenberg, a psychiatrist at King\u2019s College London. \u201cAlthough isolation can be unpleasant,\u201d he says, \u201cit need not cause serious mental health difficulties""}, {""start"": 3048, ""case_number"": 1, ""end"": 3049, ""text"": ""\n""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,1c1c304b-6680-42d7-a2d8-0ed283cf803a,e44f5799-6915-45fd-874e-060f6afedcb9,2020-10-01 18:11:39.365350,2020-10-01 18:44:59.876267,2000.510917,0ea576b2-8461-41e6-a1d6-1af892ecfa33,Semantics2020_03,Evidence,2,1,"[{""start"": 4511, ""case_number"": 2, ""end"": 5011, ""text"": ""Such loneliness and isolation may harm overall health\u00a0across age groups (SN: 2/20/15). In 2015, Holt-Lunstad and her colleagues did a meta-analysis of 70 studies involving more than 3.4 million participants followed for an average of seven years.\u00a0The likelihood of dying during the study period\u00a0increased by 26 percent for those who reported loneliness (feeling alone), 29 percent for those who were socially isolated (having few social contacts) and 32 percent for those living alone, the team found""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,a6d23594-04bf-4fe4-a02a-82b6949c052e,Semantics2020_03,Probability,1,1,"[{""start"": 3049, ""case_number"": 1, ""end"": 3177, ""text"": ""The potential for social distancing to become a long-term event is what worries psychiatrist Damir Huremovic of Northwell Health""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,4425d8d1-6318-44fe-9aed-562ec07dd70f,Semantics2020_03,Probability,2,1,"[{""start"": 5368, ""case_number"": 2, ""end"": 5465, ""text"": ""Those communication capabilities could even help provide medical and psychological care from afar""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,034b06db-0a1c-4660-891e-9c6b32a8c5e9,Semantics2020_03,Evidence,1,2,"[{""start"": 221, ""case_number"": 1, ""end"": 387, ""text"": ""mental health experts are warning that losing everyday social connections comes with psychological costs. And those costs could go up the longer such measures drag on""}, {""start"": 1401, ""case_number"": 1, ""end"": 1937, ""text"": ""Many\u00a0quarantined individuals experienced both short- and long-term mental health problems, including stress, insomnia, emotional exhaustion and substance abuse. For instance, one study compared quarantined versus non-quarantined individuals during an equine influenza outbreak. Of 2,760 quarantined people, 34 percent, or 938 individuals, reported high levels of psychological distress, which can indicate mental health problems such as anxiety and depression, during the outbreak compared with 12 percent of non-quarantined individuals""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,d52adadd-ec86-4cd0-9eee-b68ee1494dc9,Semantics2020_03,Evidence,2,1,"[{""start"": 1939, ""case_number"": 2, ""end"": 2236, ""text"": ""Another study looked at the effects of the 2003 SARS outbreak on 549 hospital workers in Beijing. Those who were quarantined or worked in high-risk settings \u2014 almost half the sample \u2014 reported higher levels of alcohol abuse three years later than workers with less-intense exposure to the outbreak""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,23fe4e17-4312-45b4-8166-697001382d88,Semantics2020_03,Evidence,3,1,"[{""start"": 2238, ""case_number"": 3, ""end"": 2534, ""text"": ""Certain factors increased the risk of psychological problems, such as quarantines lasting longer than 10 days (which was associated mostly with post-traumatic stress), poor information about the rationale for the quarantine, and lack of access to necessary supplies and telecommunication services""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,38c25aaa-8a61-437b-9e46-5f6db8f8302d,Semantics2020_03,Evidence,4,2,"[{""start"": 2795, ""case_number"": 4, ""end"": 2820, ""text"": ""Though most people living""}, {""start"": 2855, ""case_number"": 4, ""end"": 2873, ""text"": ""aren\u2019t quarantined""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,dbb3383e-550e-4ac7-a911-049d170b5c9b,Semantics2020_03,Evidence,5,1,"[{""start"": 2875, ""case_number"": 5, ""end"": 3047, ""text"": ""research elsewhere suggests even less-extreme forms of social distancing, such as staying several feet away from other people or avoiding regular outings, might take a toll""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,c5b6cd6f-e653-4bcc-b2c3-860e7add80f7,Semantics2020_03,Evidence,6,1,"[{""start"": 4043, ""case_number"": 6, ""end"": 4345, ""text"": ""In February, a study from the National Academies of Sciences, Engineering and Medicine reported that\u00a0nearly a quarter of Americans age 65 and older are socially isolated, defined as having few social relationships or infrequent contact with others. And 43 percent of adults age 60 and older feel lonely""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,8509a893-327c-449d-b861-5ba6f70ce6d7,7e86456f-b9e3-467d-b890-96ee2c7338d9,2020-11-03 15:00:47.508201,2020-11-03 15:16:42.998874,955.490673,aec0ab75-fd59-468d-82eb-ddcdd2d66223,Semantics2020_03,Evidence,7,1,"[{""start"": 4348, ""case_number"": 7, ""end"": 5011, ""text"": ""We already have a lot of social distance between us,\u201d says study coauthor Julianne Holt-Lunstad, a health psychologist at Brigham Young University in Provo, Utah.\nSuch loneliness and isolation may harm overall health\u00a0across age groups (SN: 2/20/15). In 2015, Holt-Lunstad and her colleagues did a meta-analysis of 70 studies involving more than 3.4 million participants followed for an average of seven years.\u00a0The likelihood of dying during the study period\u00a0increased by 26 percent for those who reported loneliness (feeling alone), 29 percent for those who were socially isolated (having few social contacts) and 32 percent for those living alone, the team found""}]"
d6c2b15c-991a-4599-a3b5-f51c6b30bee0,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2890,,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,11,7,719147a1-7896-481b-84cf-6b9b0a03f1b4,3bb03f58-5f09-4414-b54e-43a814b9b09a,2020-11-17 14:59:28.871939,2020-11-17 15:14:48.071190,919.199251,d9714d4b-ced3-4e30-8c7c-2c5c912b2237,Semantics2020_03,Probability,1,1,"[{""start"": 3246, ""case_number"": 1, ""end"": 3253, ""text"": ""tend to""}]"
